Device,Voltage,Percentage,Timestamp
MAX17043,3.841,118.543,2022-06-16 18:09:51.465805+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:51.931930+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:52.493075+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:52.962053+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:53.522378+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:53.985780+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:54.547682+00:00
MAX17043,3.841,118.543,2022-06-16 18:09:55.016302+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:55.571755+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:56.038325+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:56.599039+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:57.060641+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:57.614363+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:58.082808+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:58.644291+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:59.110721+00:00
MAX17043,3.841,118.383,2022-06-16 18:09:59.670126+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:00.137213+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:00.694089+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:01.161921+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:01.719919+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:02.183384+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:02.745444+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:03.212399+00:00
MAX17043,3.841,118.227,2022-06-16 18:10:03.780700+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:04.231215+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:04.794563+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:05.244620+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:05.807445+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:06.275040+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:06.839329+00:00
MAX17043,3.841,118.066,2022-06-16 18:10:07.278031+00:00
MAX17043,3.842,118.066,2022-06-16 18:10:07.829189+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:08.291223+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:08.849873+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:09.315050+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:09.877003+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:10.325813+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:10.889173+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:11.346827+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:11.903595+00:00
MAX17043,3.842,117.910,2022-06-16 18:10:12.367999+00:00
MAX17043,3.734,117.750,2022-06-16 18:10:12.927642+00:00
MAX17043,3.659,117.750,2022-06-16 18:10:13.393272+00:00
MAX17043,3.659,117.750,2022-06-16 18:10:13.956061+00:00
MAX17043,3.659,117.750,2022-06-16 18:10:14.422429+00:00
MAX17043,3.659,117.750,2022-06-16 18:10:14.987382+00:00
MAX17043,3.659,117.750,2022-06-16 18:10:15.425735+00:00
MAX17043,3.659,117.594,2022-06-16 18:10:15.990575+00:00
MAX17043,3.658,117.594,2022-06-16 18:10:16.443086+00:00
MAX17043,3.658,117.594,2022-06-16 18:10:17.002078+00:00
MAX17043,3.658,117.594,2022-06-16 18:10:17.468846+00:00
MAX17043,3.658,117.594,2022-06-16 18:10:18.025534+00:00
MAX17043,3.658,117.594,2022-06-16 18:10:18.493563+00:00
MAX17043,3.658,117.434,2022-06-16 18:10:19.054662+00:00
MAX17043,3.658,117.434,2022-06-16 18:10:19.525122+00:00
MAX17043,3.656,117.434,2022-06-16 18:10:20.084513+00:00
MAX17043,3.656,117.434,2022-06-16 18:10:20.552032+00:00
MAX17043,3.656,117.434,2022-06-16 18:10:21.114833+00:00
MAX17043,3.656,117.434,2022-06-16 18:10:21.566316+00:00
MAX17043,3.656,117.277,2022-06-16 18:10:22.140447+00:00
MAX17043,3.656,117.277,2022-06-16 18:10:22.586511+00:00
MAX17043,3.656,117.277,2022-06-16 18:10:23.156639+00:00
MAX17043,3.656,117.277,2022-06-16 18:10:23.600185+00:00
MAX17043,3.656,117.277,2022-06-16 18:10:24.156427+00:00
MAX17043,3.656,117.277,2022-06-16 18:10:24.622200+00:00
MAX17043,3.656,117.117,2022-06-16 18:10:25.179375+00:00
MAX17043,3.656,117.117,2022-06-16 18:10:25.645342+00:00
MAX17043,3.656,117.117,2022-06-16 18:10:26.205980+00:00
MAX17043,3.656,117.117,2022-06-16 18:10:26.672418+00:00
MAX17043,3.656,117.117,2022-06-16 18:10:27.234916+00:00
MAX17043,3.656,117.117,2022-06-16 18:10:27.687052+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:28.245035+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:28.716710+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:29.279770+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:29.728731+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:30.287241+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:30.751126+00:00
MAX17043,3.656,116.961,2022-06-16 18:10:31.308422+00:00
MAX17043,3.656,116.801,2022-06-16 18:10:31.777070+00:00
MAX17043,3.656,116.801,2022-06-16 18:10:32.335250+00:00
MAX17043,3.656,116.801,2022-06-16 18:10:32.791760+00:00
MAX17043,3.656,116.801,2022-06-16 18:10:33.351260+00:00
MAX17043,3.656,116.801,2022-06-16 18:10:33.817368+00:00
MAX17043,3.656,116.801,2022-06-16 18:10:34.373373+00:00
MAX17043,3.656,116.645,2022-06-16 18:10:34.840994+00:00
MAX17043,3.656,116.645,2022-06-16 18:10:35.403722+00:00
MAX17043,3.656,116.645,2022-06-16 18:10:35.870790+00:00
MAX17043,3.656,116.645,2022-06-16 18:10:36.435039+00:00
MAX17043,3.656,116.645,2022-06-16 18:10:36.884595+00:00
MAX17043,3.656,116.645,2022-06-16 18:10:37.446542+00:00
MAX17043,3.655,116.484,2022-06-16 18:10:37.913698+00:00
MAX17043,3.656,116.484,2022-06-16 18:10:38.473080+00:00
MAX17043,3.655,116.484,2022-06-16 18:10:38.933201+00:00
MAX17043,3.655,116.484,2022-06-16 18:10:39.491844+00:00
MAX17043,3.655,116.484,2022-06-16 18:10:39.955973+00:00
MAX17043,3.655,116.484,2022-06-16 18:10:40.519393+00:00
MAX17043,3.655,116.328,2022-06-16 18:10:40.985890+00:00
MAX17043,3.655,116.328,2022-06-16 18:10:41.547085+00:00
MAX17043,3.655,116.328,2022-06-16 18:10:42.016443+00:00
MAX17043,3.655,116.328,2022-06-16 18:10:42.578508+00:00
MAX17043,3.655,116.328,2022-06-16 18:10:43.047217+00:00
MAX17043,3.655,116.328,2022-06-16 18:10:43.604332+00:00
MAX17043,3.655,116.168,2022-06-16 18:10:44.069658+00:00
MAX17043,3.655,116.168,2022-06-16 18:10:44.629764+00:00
MAX17043,3.655,116.168,2022-06-16 18:10:45.099425+00:00
MAX17043,3.655,116.168,2022-06-16 18:10:45.663635+00:00
MAX17043,3.655,116.168,2022-06-16 18:10:46.121217+00:00
MAX17043,3.655,116.168,2022-06-16 18:10:46.681621+00:00
MAX17043,3.655,116.012,2022-06-16 18:10:47.136400+00:00
MAX17043,3.655,116.012,2022-06-16 18:10:47.698270+00:00
MAX17043,3.655,116.012,2022-06-16 18:10:48.152477+00:00
MAX17043,3.655,116.012,2022-06-16 18:10:48.712286+00:00
MAX17043,3.655,116.012,2022-06-16 18:10:49.180442+00:00
MAX17043,3.655,116.012,2022-06-16 18:10:49.743236+00:00
MAX17043,3.655,115.852,2022-06-16 18:10:50.207461+00:00
MAX17043,3.655,115.852,2022-06-16 18:10:50.769430+00:00
MAX17043,3.654,115.852,2022-06-16 18:10:51.224782+00:00
MAX17043,3.655,115.852,2022-06-16 18:10:51.783939+00:00
MAX17043,3.654,115.852,2022-06-16 18:10:52.253996+00:00
MAX17043,3.655,115.852,2022-06-16 18:10:52.813439+00:00
MAX17043,3.654,115.852,2022-06-16 18:10:53.281761+00:00
MAX17043,3.654,115.695,2022-06-16 18:10:53.843603+00:00
MAX17043,3.654,115.695,2022-06-16 18:10:54.311338+00:00
MAX17043,3.654,115.695,2022-06-16 18:10:54.871828+00:00
MAX17043,3.654,115.695,2022-06-16 18:10:55.324624+00:00
MAX17043,3.654,115.695,2022-06-16 18:10:55.886451+00:00
MAX17043,3.654,115.695,2022-06-16 18:10:56.339944+00:00
MAX17043,3.654,115.535,2022-06-16 18:10:56.904875+00:00
MAX17043,3.654,115.535,2022-06-16 18:10:57.358028+00:00
MAX17043,3.654,115.535,2022-06-16 18:10:57.920443+00:00
MAX17043,3.654,115.535,2022-06-16 18:10:58.375058+00:00
MAX17043,3.654,115.535,2022-06-16 18:10:58.941382+00:00
MAX17043,3.654,115.535,2022-06-16 18:10:59.378787+00:00
MAX17043,3.654,115.379,2022-06-16 18:10:59.925373+00:00
MAX17043,3.654,115.379,2022-06-16 18:11:00.408423+00:00
MAX17043,3.654,115.379,2022-06-16 18:11:00.956422+00:00
MAX17043,3.654,115.379,2022-06-16 18:11:01.439824+00:00
MAX17043,3.654,115.379,2022-06-16 18:11:02.001485+00:00
MAX17043,3.654,115.379,2022-06-16 18:11:02.469077+00:00
MAX17043,3.654,115.219,2022-06-16 18:11:03.031118+00:00
MAX17043,3.654,115.219,2022-06-16 18:11:03.486258+00:00
MAX17043,3.654,115.219,2022-06-16 18:11:04.049510+00:00
MAX17043,3.654,115.219,2022-06-16 18:11:04.502688+00:00
MAX17043,3.654,115.219,2022-06-16 18:11:05.062895+00:00
MAX17043,3.654,115.219,2022-06-16 18:11:05.517006+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:06.079349+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:06.546034+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:07.106351+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:07.562986+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:08.126477+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:08.580390+00:00
MAX17043,3.654,115.063,2022-06-16 18:11:09.141591+00:00
MAX17043,3.654,114.902,2022-06-16 18:11:09.612053+00:00
MAX17043,3.654,114.902,2022-06-16 18:11:10.172474+00:00
MAX17043,3.654,114.902,2022-06-16 18:11:10.642464+00:00
MAX17043,3.654,114.902,2022-06-16 18:11:11.205684+00:00
MAX17043,3.654,114.902,2022-06-16 18:11:11.656053+00:00
MAX17043,3.654,114.902,2022-06-16 18:11:12.202705+00:00
MAX17043,3.654,114.746,2022-06-16 18:11:12.685881+00:00
MAX17043,3.611,114.746,2022-06-16 18:11:13.249824+00:00
MAX17043,3.581,114.746,2022-06-16 18:11:13.703062+00:00
MAX17043,3.581,114.746,2022-06-16 18:11:14.263415+00:00
MAX17043,3.580,114.746,2022-06-16 18:11:14.733277+00:00
MAX17043,3.580,114.746,2022-06-16 18:11:15.294621+00:00
MAX17043,3.580,114.586,2022-06-16 18:11:15.760316+00:00
MAX17043,3.580,114.586,2022-06-16 18:11:16.322294+00:00
MAX17043,3.580,114.586,2022-06-16 18:11:16.789327+00:00
MAX17043,3.580,114.586,2022-06-16 18:11:17.353770+00:00
MAX17043,3.580,114.586,2022-06-16 18:11:17.805849+00:00
MAX17043,3.580,114.430,2022-06-16 18:11:18.316768+00:00
MAX17043,3.580,114.430,2022-06-16 18:11:18.862281+00:00
MAX17043,3.580,114.430,2022-06-16 18:11:19.344357+00:00
MAX17043,3.580,114.430,2022-06-16 18:11:19.908088+00:00
MAX17043,3.579,114.430,2022-06-16 18:11:20.375626+00:00
MAX17043,3.579,114.430,2022-06-16 18:11:20.942095+00:00
MAX17043,3.579,114.270,2022-06-16 18:11:21.379455+00:00
MAX17043,3.579,114.270,2022-06-16 18:11:21.941770+00:00
MAX17043,3.579,114.270,2022-06-16 18:11:22.410108+00:00
MAX17043,3.579,114.270,2022-06-16 18:11:22.975484+00:00
MAX17043,3.579,114.270,2022-06-16 18:11:23.414791+00:00
MAX17043,3.579,114.270,2022-06-16 18:11:23.977736+00:00
MAX17043,3.579,114.113,2022-06-16 18:11:24.434292+00:00
MAX17043,3.579,114.113,2022-06-16 18:11:24.994976+00:00
MAX17043,3.579,114.113,2022-06-16 18:11:25.464381+00:00
MAX17043,3.579,114.113,2022-06-16 18:11:26.026019+00:00
MAX17043,3.579,114.113,2022-06-16 18:11:26.478939+00:00
MAX17043,3.579,113.953,2022-06-16 18:11:27.041370+00:00
MAX17043,3.579,113.953,2022-06-16 18:11:27.493588+00:00
MAX17043,3.579,113.953,2022-06-16 18:11:28.053743+00:00
MAX17043,3.579,113.953,2022-06-16 18:11:28.506942+00:00
MAX17043,3.579,113.953,2022-06-16 18:11:29.069314+00:00
MAX17043,3.579,113.953,2022-06-16 18:11:29.522045+00:00
MAX17043,3.579,113.797,2022-06-16 18:11:30.084518+00:00
MAX17043,3.579,113.797,2022-06-16 18:11:30.538343+00:00
MAX17043,3.579,113.797,2022-06-16 18:11:31.101832+00:00
MAX17043,3.579,113.797,2022-06-16 18:11:31.556035+00:00
MAX17043,3.579,113.797,2022-06-16 18:11:32.116574+00:00
MAX17043,3.579,113.797,2022-06-16 18:11:32.570432+00:00
MAX17043,3.579,113.637,2022-06-16 18:11:33.130029+00:00
MAX17043,3.579,113.637,2022-06-16 18:11:33.584321+00:00
MAX17043,3.579,113.637,2022-06-16 18:11:34.147263+00:00
MAX17043,3.579,113.637,2022-06-16 18:11:34.599836+00:00
MAX17043,3.579,113.637,2022-06-16 18:11:35.162158+00:00
MAX17043,3.579,113.480,2022-06-16 18:11:35.629816+00:00
MAX17043,3.579,113.480,2022-06-16 18:11:36.175792+00:00
MAX17043,3.579,113.480,2022-06-16 18:11:36.655183+00:00
MAX17043,3.579,113.480,2022-06-16 18:11:37.206222+00:00
MAX17043,3.579,113.480,2022-06-16 18:11:37.658798+00:00
MAX17043,3.579,113.480,2022-06-16 18:11:38.221155+00:00
MAX17043,3.579,113.320,2022-06-16 18:11:38.688574+00:00
MAX17043,3.579,113.320,2022-06-16 18:11:39.249453+00:00
MAX17043,3.579,113.320,2022-06-16 18:11:39.717613+00:00
MAX17043,3.578,113.320,2022-06-16 18:11:40.266427+00:00
MAX17043,3.579,113.320,2022-06-16 18:11:40.737311+00:00
MAX17043,3.579,113.320,2022-06-16 18:11:41.300972+00:00
MAX17043,3.578,113.164,2022-06-16 18:11:41.750831+00:00
MAX17043,3.578,113.164,2022-06-16 18:11:42.313158+00:00
MAX17043,3.578,113.164,2022-06-16 18:11:42.778572+00:00
MAX17043,3.578,113.164,2022-06-16 18:11:43.340855+00:00
MAX17043,3.578,113.164,2022-06-16 18:11:43.808430+00:00
MAX17043,3.578,113.164,2022-06-16 18:11:44.375193+00:00
MAX17043,3.578,113.004,2022-06-16 18:11:44.825054+00:00
MAX17043,3.578,113.004,2022-06-16 18:11:45.388180+00:00
MAX17043,3.578,113.004,2022-06-16 18:11:45.841326+00:00
MAX17043,3.578,113.004,2022-06-16 18:11:46.403978+00:00
MAX17043,3.578,113.004,2022-06-16 18:11:46.860273+00:00
MAX17043,3.578,112.848,2022-06-16 18:11:47.425937+00:00
MAX17043,3.578,112.848,2022-06-16 18:11:47.878819+00:00
MAX17043,3.578,112.848,2022-06-16 18:11:48.440344+00:00
MAX17043,3.578,112.848,2022-06-16 18:11:48.906993+00:00
MAX17043,3.578,112.848,2022-06-16 18:11:49.473397+00:00
MAX17043,3.578,112.848,2022-06-16 18:11:49.926206+00:00
MAX17043,3.578,112.688,2022-06-16 18:11:50.487017+00:00
MAX17043,3.578,112.688,2022-06-16 18:11:50.952991+00:00
MAX17043,3.578,112.688,2022-06-16 18:11:51.516806+00:00
MAX17043,3.578,112.688,2022-06-16 18:11:51.984220+00:00
MAX17043,3.578,112.688,2022-06-16 18:11:52.542815+00:00
MAX17043,3.578,112.688,2022-06-16 18:11:52.997341+00:00
MAX17043,3.578,112.531,2022-06-16 18:11:53.559742+00:00
MAX17043,3.578,112.531,2022-06-16 18:11:54.014348+00:00
MAX17043,3.578,112.531,2022-06-16 18:11:54.575321+00:00
MAX17043,3.578,112.531,2022-06-16 18:11:55.033166+00:00
MAX17043,3.578,112.531,2022-06-16 18:11:55.595477+00:00
MAX17043,3.578,112.371,2022-06-16 18:11:56.050294+00:00
MAX17043,3.578,112.371,2022-06-16 18:11:56.618159+00:00
MAX17043,3.578,112.371,2022-06-16 18:11:57.069025+00:00
MAX17043,3.578,112.371,2022-06-16 18:11:57.631307+00:00
MAX17043,3.578,112.371,2022-06-16 18:11:58.085631+00:00
MAX17043,3.578,112.371,2022-06-16 18:11:58.643939+00:00
MAX17043,3.578,112.215,2022-06-16 18:11:59.110755+00:00
MAX17043,3.578,112.215,2022-06-16 18:11:59.672678+00:00
MAX17043,3.578,112.215,2022-06-16 18:12:00.122924+00:00
MAX17043,3.578,112.215,2022-06-16 18:12:00.681931+00:00
MAX17043,3.578,112.215,2022-06-16 18:12:01.137964+00:00
MAX17043,3.578,112.215,2022-06-16 18:12:01.699174+00:00
MAX17043,3.578,112.055,2022-06-16 18:12:02.154353+00:00
MAX17043,3.576,112.055,2022-06-16 18:12:02.714905+00:00
MAX17043,3.576,112.055,2022-06-16 18:12:03.181486+00:00
MAX17043,3.578,112.055,2022-06-16 18:12:03.742373+00:00
MAX17043,3.578,112.055,2022-06-16 18:12:04.210595+00:00
MAX17043,3.576,112.055,2022-06-16 18:12:04.778159+00:00
MAX17043,3.576,111.898,2022-06-16 18:12:05.214926+00:00
MAX17043,3.578,111.898,2022-06-16 18:12:05.775985+00:00
MAX17043,3.576,111.898,2022-06-16 18:12:06.233369+00:00
MAX17043,3.576,111.898,2022-06-16 18:12:06.796985+00:00
MAX17043,3.576,111.898,2022-06-16 18:12:07.234467+00:00
MAX17043,3.576,111.898,2022-06-16 18:12:07.798335+00:00
MAX17043,3.576,111.738,2022-06-16 18:12:08.267230+00:00
MAX17043,3.576,111.738,2022-06-16 18:12:08.828574+00:00
MAX17043,3.576,111.738,2022-06-16 18:12:09.296349+00:00
MAX17043,3.576,111.738,2022-06-16 18:12:09.854374+00:00
MAX17043,3.576,111.738,2022-06-16 18:12:10.322834+00:00
MAX17043,3.576,111.582,2022-06-16 18:12:10.890280+00:00
MAX17043,3.576,111.582,2022-06-16 18:12:11.340614+00:00
MAX17043,3.576,111.582,2022-06-16 18:12:11.900533+00:00
MAX17043,3.576,111.582,2022-06-16 18:12:12.355449+00:00
MAX17043,3.629,111.582,2022-06-16 18:12:12.913469+00:00
MAX17043,3.650,111.582,2022-06-16 18:12:13.366536+00:00
MAX17043,3.650,111.422,2022-06-16 18:12:13.929118+00:00
MAX17043,3.651,111.422,2022-06-16 18:12:14.397285+00:00
MAX17043,3.651,111.422,2022-06-16 18:12:14.959164+00:00
MAX17043,3.651,111.422,2022-06-16 18:12:15.427032+00:00
MAX17043,3.651,111.422,2022-06-16 18:12:15.992426+00:00
MAX17043,3.651,111.422,2022-06-16 18:12:16.444121+00:00
MAX17043,3.651,111.422,2022-06-16 18:12:17.006418+00:00
MAX17043,3.651,111.266,2022-06-16 18:12:17.471335+00:00
MAX17043,3.651,111.266,2022-06-16 18:12:18.034572+00:00
MAX17043,3.651,111.266,2022-06-16 18:12:18.486097+00:00
MAX17043,3.651,111.266,2022-06-16 18:12:19.047939+00:00
MAX17043,3.651,111.266,2022-06-16 18:12:19.516314+00:00
MAX17043,3.651,111.266,2022-06-16 18:12:20.077057+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:20.547438+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:21.094823+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:21.577059+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:22.139772+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:22.604098+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:23.168866+00:00
MAX17043,3.651,111.105,2022-06-16 18:12:23.621306+00:00
MAX17043,3.651,110.949,2022-06-16 18:12:24.183706+00:00
MAX17043,3.651,110.949,2022-06-16 18:12:24.649235+00:00
MAX17043,3.651,110.949,2022-06-16 18:12:25.213043+00:00
MAX17043,3.651,110.949,2022-06-16 18:12:25.681415+00:00
MAX17043,3.651,110.949,2022-06-16 18:12:26.242647+00:00
MAX17043,3.651,110.949,2022-06-16 18:12:26.697163+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:27.265895+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:27.706377+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:28.273899+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:28.711533+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:29.276127+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:29.727192+00:00
MAX17043,3.651,110.789,2022-06-16 18:12:30.291715+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:30.742320+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:31.301299+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:31.756659+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:32.322173+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:32.787579+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:33.349692+00:00
MAX17043,3.651,110.633,2022-06-16 18:12:33.803358+00:00
MAX17043,3.651,110.473,2022-06-16 18:12:34.364264+00:00
MAX17043,3.651,110.473,2022-06-16 18:12:34.833430+00:00
MAX17043,3.651,110.473,2022-06-16 18:12:35.380161+00:00
MAX17043,3.651,110.473,2022-06-16 18:12:35.862591+00:00
MAX17043,3.651,110.473,2022-06-16 18:12:36.425771+00:00
MAX17043,3.651,110.473,2022-06-16 18:12:36.865927+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:37.428817+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:37.878334+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:38.442033+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:38.895478+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:39.461061+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:39.911617+00:00
MAX17043,3.651,110.316,2022-06-16 18:12:40.474684+00:00
MAX17043,3.651,110.156,2022-06-16 18:12:40.925397+00:00
MAX17043,3.651,110.156,2022-06-16 18:12:41.487030+00:00
MAX17043,3.651,110.156,2022-06-16 18:12:41.954839+00:00
MAX17043,3.651,110.156,2022-06-16 18:12:42.517992+00:00
MAX17043,3.651,110.156,2022-06-16 18:12:42.983495+00:00
MAX17043,3.651,110.156,2022-06-16 18:12:43.545920+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:43.998218+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:44.562707+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:45.016552+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:45.576882+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:46.045902+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:46.609605+00:00
MAX17043,3.651,110.000,2022-06-16 18:12:47.051155+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:47.612232+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:48.082667+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:48.645880+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:49.098864+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:49.660094+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:50.125867+00:00
MAX17043,3.651,109.840,2022-06-16 18:12:50.689691+00:00
MAX17043,3.651,109.684,2022-06-16 18:12:51.155898+00:00
MAX17043,3.651,109.684,2022-06-16 18:12:51.717054+00:00
MAX17043,3.651,109.684,2022-06-16 18:12:52.180876+00:00
MAX17043,3.651,109.684,2022-06-16 18:12:52.743852+00:00
MAX17043,3.651,109.684,2022-06-16 18:12:53.197028+00:00
MAX17043,3.651,109.684,2022-06-16 18:12:53.759662+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:54.213114+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:54.778485+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:55.217308+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:55.782696+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:56.233994+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:56.794903+00:00
MAX17043,3.651,109.523,2022-06-16 18:12:57.262456+00:00
MAX17043,3.651,109.367,2022-06-16 18:12:57.823327+00:00
MAX17043,3.651,109.367,2022-06-16 18:12:58.277130+00:00
MAX17043,3.651,109.367,2022-06-16 18:12:58.842305+00:00
MAX17043,3.651,109.367,2022-06-16 18:12:59.292204+00:00
MAX17043,3.651,109.367,2022-06-16 18:12:59.853302+00:00
MAX17043,3.651,109.367,2022-06-16 18:13:00.321913+00:00
MAX17043,3.651,109.367,2022-06-16 18:13:00.883661+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:01.323058+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:01.884171+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:02.338331+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:02.898515+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:03.352208+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:03.917313+00:00
MAX17043,3.651,109.207,2022-06-16 18:13:04.366916+00:00
MAX17043,3.651,109.051,2022-06-16 18:13:04.930947+00:00
MAX17043,3.651,109.051,2022-06-16 18:13:05.387008+00:00
MAX17043,3.651,109.051,2022-06-16 18:13:05.949179+00:00
MAX17043,3.651,109.051,2022-06-16 18:13:06.402301+00:00
MAX17043,3.651,109.051,2022-06-16 18:13:06.950666+00:00
MAX17043,3.651,109.051,2022-06-16 18:13:07.432991+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:07.993773+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:08.448025+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:09.012606+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:09.478943+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:10.040012+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:10.506920+00:00
MAX17043,3.651,108.891,2022-06-16 18:13:11.068133+00:00
MAX17043,3.651,108.734,2022-06-16 18:13:11.521170+00:00
MAX17043,3.651,108.734,2022-06-16 18:13:12.082750+00:00
MAX17043,3.651,108.734,2022-06-16 18:13:12.537539+00:00
MAX17043,3.754,108.734,2022-06-16 18:13:13.100936+00:00
MAX17043,3.799,108.734,2022-06-16 18:13:13.555248+00:00
MAX17043,3.799,108.734,2022-06-16 18:13:14.114491+00:00
MAX17043,3.799,108.734,2022-06-16 18:13:14.581430+00:00
MAX17043,3.799,108.734,2022-06-16 18:13:15.142530+00:00
MAX17043,3.799,108.574,2022-06-16 18:13:15.610298+00:00
MAX17043,3.799,108.574,2022-06-16 18:13:16.169837+00:00
MAX17043,3.800,108.574,2022-06-16 18:13:16.639085+00:00
MAX17043,3.800,108.574,2022-06-16 18:13:17.199940+00:00
MAX17043,3.800,108.574,2022-06-16 18:13:17.653063+00:00
MAX17043,3.800,108.574,2022-06-16 18:13:18.216777+00:00
MAX17043,3.800,108.574,2022-06-16 18:13:18.680887+00:00
MAX17043,3.801,108.574,2022-06-16 18:13:19.242637+00:00
MAX17043,3.801,108.574,2022-06-16 18:13:19.709999+00:00
MAX17043,3.801,108.418,2022-06-16 18:13:20.272059+00:00
MAX17043,3.801,108.418,2022-06-16 18:13:20.729068+00:00
