Device,Temperature (C),Humidity,Timestamp
SHTC3,23.500,74.960,2022-06-16 18:08:33.410193+00:00
SHTC3,23.420,74.960,2022-06-16 18:08:33.913105+00:00
SHTC3,23.450,74.970,2022-06-16 18:08:34.413747+00:00
SHTC3,23.460,74.980,2022-06-16 18:08:34.920459+00:00
SHTC3,23.440,74.980,2022-06-16 18:08:35.423535+00:00
SHTC3,23.470,74.990,2022-06-16 18:08:35.925210+00:00
SHTC3,23.500,74.990,2022-06-16 18:08:36.435324+00:00
SHTC3,23.480,74.980,2022-06-16 18:08:36.945347+00:00
SHTC3,23.500,74.970,2022-06-16 18:08:37.452807+00:00
SHTC3,23.520,74.980,2022-06-16 18:08:37.961944+00:00
SHTC3,23.480,74.980,2022-06-16 18:08:38.467689+00:00
SHTC3,23.460,74.970,2022-06-16 18:08:38.976133+00:00
SHTC3,23.470,74.960,2022-06-16 18:08:39.481975+00:00
SHTC3,23.490,74.990,2022-06-16 18:08:39.984466+00:00
SHTC3,23.470,74.970,2022-06-16 18:08:40.490924+00:00
SHTC3,23.490,74.990,2022-06-16 18:08:40.993882+00:00
SHTC3,23.510,74.960,2022-06-16 18:08:41.503996+00:00
SHTC3,23.490,74.930,2022-06-16 18:08:42.015111+00:00
SHTC3,23.460,74.930,2022-06-16 18:08:42.520225+00:00
SHTC3,23.490,74.900,2022-06-16 18:08:43.031339+00:00
SHTC3,23.470,74.920,2022-06-16 18:08:43.532768+00:00
SHTC3,23.470,74.910,2022-06-16 18:08:44.042885+00:00
SHTC3,23.460,74.870,2022-06-16 18:08:44.551001+00:00
SHTC3,23.470,74.900,2022-06-16 18:08:45.062116+00:00
SHTC3,23.480,74.910,2022-06-16 18:08:45.572232+00:00
SHTC3,23.510,74.890,2022-06-16 18:08:46.084349+00:00
SHTC3,23.470,74.860,2022-06-16 18:08:46.595463+00:00
SHTC3,23.470,74.830,2022-06-16 18:08:47.108578+00:00
SHTC3,23.500,74.860,2022-06-16 18:08:47.618695+00:00
SHTC3,23.470,74.850,2022-06-16 18:08:48.126808+00:00
SHTC3,23.460,74.840,2022-06-16 18:08:48.638926+00:00
SHTC3,23.500,74.840,2022-06-16 18:08:49.152041+00:00
SHTC3,23.470,74.850,2022-06-16 18:08:49.661158+00:00
SHTC3,23.490,74.830,2022-06-16 18:08:50.172274+00:00
SHTC3,23.460,74.840,2022-06-16 18:08:50.684398+00:00
SHTC3,23.460,74.830,2022-06-16 18:08:51.192974+00:00
SHTC3,23.490,74.850,2022-06-16 18:08:51.699612+00:00
SHTC3,23.480,74.840,2022-06-16 18:08:52.208728+00:00
SHTC3,23.500,74.840,2022-06-16 18:08:52.716843+00:00
SHTC3,23.510,74.850,2022-06-16 18:08:53.226959+00:00
SHTC3,23.510,74.850,2022-06-16 18:08:53.740075+00:00
SHTC3,23.480,74.830,2022-06-16 18:08:54.251190+00:00
SHTC3,23.500,74.850,2022-06-16 18:08:54.761306+00:00
SHTC3,23.500,74.850,2022-06-16 18:08:55.273421+00:00
SHTC3,23.510,74.850,2022-06-16 18:08:55.781140+00:00
SHTC3,23.530,74.830,2022-06-16 18:08:56.289254+00:00
SHTC3,23.530,74.850,2022-06-16 18:08:56.798368+00:00
SHTC3,23.480,74.830,2022-06-16 18:08:57.307483+00:00
SHTC3,23.510,74.840,2022-06-16 18:08:57.818599+00:00
SHTC3,23.540,74.830,2022-06-16 18:08:58.329715+00:00
SHTC3,23.510,74.820,2022-06-16 18:08:58.834828+00:00
SHTC3,23.470,74.810,2022-06-16 18:08:59.342942+00:00
SHTC3,23.500,74.820,2022-06-16 18:08:59.850795+00:00
SHTC3,23.480,74.830,2022-06-16 18:09:00.357908+00:00
SHTC3,23.510,74.830,2022-06-16 18:09:00.867025+00:00
SHTC3,23.480,74.830,2022-06-16 18:09:01.378141+00:00
SHTC3,23.530,74.800,2022-06-16 18:09:01.890255+00:00
SHTC3,23.480,74.810,2022-06-16 18:09:02.400374+00:00
SHTC3,23.490,74.800,2022-06-16 18:09:02.904993+00:00
SHTC3,23.500,74.800,2022-06-16 18:09:03.415109+00:00
SHTC3,23.510,74.800,2022-06-16 18:09:03.926225+00:00
SHTC3,23.510,74.810,2022-06-16 18:09:04.438340+00:00
SHTC3,23.490,74.780,2022-06-16 18:09:04.947456+00:00
SHTC3,23.470,74.800,2022-06-16 18:09:05.460575+00:00
SHTC3,23.500,74.830,2022-06-16 18:09:05.968688+00:00
SHTC3,23.500,74.800,2022-06-16 18:09:06.480805+00:00
SHTC3,23.510,74.790,2022-06-16 18:09:06.992922+00:00
SHTC3,23.500,74.790,2022-06-16 18:09:07.504036+00:00
SHTC3,23.510,74.770,2022-06-16 18:09:08.011196+00:00
SHTC3,23.500,74.770,2022-06-16 18:09:08.521313+00:00
SHTC3,23.500,74.790,2022-06-16 18:09:09.030429+00:00
SHTC3,23.520,74.770,2022-06-16 18:09:09.542544+00:00
SHTC3,23.500,74.750,2022-06-16 18:09:10.053659+00:00
SHTC3,23.490,74.740,2022-06-16 18:09:10.562775+00:00
SHTC3,23.520,74.750,2022-06-16 18:09:11.073889+00:00
SHTC3,23.480,74.760,2022-06-16 18:09:11.585005+00:00
SHTC3,23.500,74.750,2022-06-16 18:09:12.093118+00:00
SHTC3,23.510,74.710,2022-06-16 18:09:12.602234+00:00
SHTC3,23.500,74.720,2022-06-16 18:09:13.103348+00:00
SHTC3,23.530,74.730,2022-06-16 18:09:13.616467+00:00
SHTC3,23.460,74.720,2022-06-16 18:09:14.126581+00:00
SHTC3,23.510,74.720,2022-06-16 18:09:14.638697+00:00
SHTC3,23.510,74.710,2022-06-16 18:09:15.149812+00:00
SHTC3,23.470,74.710,2022-06-16 18:09:15.660931+00:00
SHTC3,23.500,74.720,2022-06-16 18:09:16.168916+00:00
SHTC3,23.500,74.710,2022-06-16 18:09:16.680032+00:00
SHTC3,23.510,74.680,2022-06-16 18:09:17.192090+00:00
SHTC3,23.490,74.680,2022-06-16 18:09:17.701204+00:00
SHTC3,23.520,74.660,2022-06-16 18:09:18.213319+00:00
SHTC3,23.510,74.690,2022-06-16 18:09:18.725435+00:00
SHTC3,23.510,74.660,2022-06-16 18:09:19.235549+00:00
SHTC3,23.500,74.660,2022-06-16 18:09:19.743663+00:00
SHTC3,23.510,74.680,2022-06-16 18:09:20.253778+00:00
SHTC3,23.500,74.630,2022-06-16 18:09:20.764247+00:00
SHTC3,23.500,74.620,2022-06-16 18:09:21.276363+00:00
SHTC3,23.500,74.630,2022-06-16 18:09:21.787478+00:00
SHTC3,23.520,74.630,2022-06-16 18:09:22.299593+00:00
SHTC3,23.490,74.650,2022-06-16 18:09:22.808709+00:00
SHTC3,23.530,74.640,2022-06-16 18:09:23.318826+00:00
SHTC3,23.520,74.640,2022-06-16 18:09:23.830944+00:00
SHTC3,23.470,74.660,2022-06-16 18:09:24.338185+00:00
SHTC3,23.510,74.660,2022-06-16 18:09:24.851305+00:00
SHTC3,23.530,74.660,2022-06-16 18:09:25.360421+00:00
SHTC3,23.530,74.690,2022-06-16 18:09:25.872534+00:00
SHTC3,23.510,74.650,2022-06-16 18:09:26.384650+00:00
SHTC3,23.530,74.660,2022-06-16 18:09:26.896767+00:00
SHTC3,23.500,74.650,2022-06-16 18:09:27.408884+00:00
SHTC3,23.510,74.640,2022-06-16 18:09:27.918998+00:00
SHTC3,23.480,74.650,2022-06-16 18:09:28.432114+00:00
SHTC3,23.510,74.610,2022-06-16 18:09:28.942228+00:00
SHTC3,23.520,74.610,2022-06-16 18:09:29.454344+00:00
SHTC3,23.510,74.620,2022-06-16 18:09:29.963789+00:00
SHTC3,23.520,74.600,2022-06-16 18:09:30.478406+00:00
SHTC3,23.500,74.600,2022-06-16 18:09:30.982614+00:00
SHTC3,23.530,74.620,2022-06-16 18:09:31.488869+00:00
SHTC3,23.510,74.630,2022-06-16 18:09:31.997984+00:00
SHTC3,23.520,74.620,2022-06-16 18:09:32.503497+00:00
SHTC3,23.530,74.610,2022-06-16 18:09:33.006525+00:00
SHTC3,23.500,74.620,2022-06-16 18:09:33.515575+00:00
SHTC3,23.490,74.600,2022-06-16 18:09:34.021714+00:00
SHTC3,23.510,74.610,2022-06-16 18:09:34.524624+00:00
SHTC3,23.530,74.620,2022-06-16 18:09:35.035045+00:00
SHTC3,23.520,74.590,2022-06-16 18:09:35.550132+00:00
SHTC3,23.540,74.610,2022-06-16 18:09:36.060125+00:00
SHTC3,23.510,74.590,2022-06-16 18:09:36.572535+00:00
SHTC3,23.540,74.600,2022-06-16 18:09:37.074002+00:00
SHTC3,23.510,74.600,2022-06-16 18:09:37.587785+00:00
SHTC3,23.520,74.590,2022-06-16 18:09:38.103324+00:00
SHTC3,23.540,74.600,2022-06-16 18:09:38.615182+00:00
SHTC3,23.510,74.580,2022-06-16 18:09:39.130133+00:00
SHTC3,23.510,74.570,2022-06-16 18:09:39.646270+00:00
SHTC3,23.530,74.570,2022-06-16 18:09:40.158201+00:00
SHTC3,23.520,74.600,2022-06-16 18:09:40.672217+00:00
SHTC3,23.500,74.570,2022-06-16 18:09:41.186186+00:00
SHTC3,23.520,74.590,2022-06-16 18:09:41.700182+00:00
SHTC3,23.540,74.570,2022-06-16 18:09:42.213409+00:00
SHTC3,23.540,74.580,2022-06-16 18:09:42.724155+00:00
SHTC3,23.540,74.600,2022-06-16 18:09:43.236211+00:00
SHTC3,23.520,74.570,2022-06-16 18:09:43.746238+00:00
SHTC3,23.540,74.580,2022-06-16 18:09:44.260219+00:00
SHTC3,23.510,74.580,2022-06-16 18:09:44.776081+00:00
SHTC3,23.510,74.560,2022-06-16 18:09:45.287293+00:00
SHTC3,23.510,74.580,2022-06-16 18:09:45.798205+00:00
SHTC3,23.510,74.570,2022-06-16 18:09:46.313775+00:00
SHTC3,23.500,74.530,2022-06-16 18:09:46.814792+00:00
SHTC3,23.530,74.550,2022-06-16 18:09:47.327259+00:00
SHTC3,23.530,74.550,2022-06-16 18:09:47.841461+00:00
SHTC3,23.520,74.520,2022-06-16 18:09:48.357304+00:00
SHTC3,23.530,74.520,2022-06-16 18:09:48.856153+00:00
SHTC3,23.550,74.520,2022-06-16 18:09:49.358890+00:00
