Device,Current (mA),Timestamp
INA219,11.000,2022-06-16 18:06:53.850676+00:00
INA219,11.200,2022-06-16 18:06:54.319506+00:00
INA219,10.800,2022-06-16 18:06:54.879243+00:00
INA219,11.200,2022-06-16 18:06:55.347604+00:00
INA219,11.200,2022-06-16 18:06:55.903340+00:00
INA219,10.700,2022-06-16 18:06:56.366805+00:00
INA219,11.000,2022-06-16 18:06:56.925899+00:00
INA219,11.100,2022-06-16 18:06:57.393730+00:00
INA219,11.200,2022-06-16 18:06:57.955211+00:00
INA219,11.200,2022-06-16 18:06:58.418750+00:00
INA219,11.200,2022-06-16 18:06:58.976193+00:00
INA219,11.100,2022-06-16 18:06:59.443482+00:00
INA219,11.200,2022-06-16 18:06:59.986283+00:00
INA219,11.000,2022-06-16 18:07:00.456861+00:00
INA219,10.900,2022-06-16 18:07:01.014178+00:00
INA219,11.000,2022-06-16 18:07:01.481433+00:00
INA219,11.000,2022-06-16 18:07:02.022336+00:00
INA219,11.000,2022-06-16 18:07:02.504904+00:00
INA219,11.000,2022-06-16 18:07:03.060117+00:00
INA219,10.900,2022-06-16 18:07:03.529883+00:00
INA219,11.000,2022-06-16 18:07:04.088993+00:00
INA219,11.000,2022-06-16 18:07:04.556018+00:00
INA219,11.200,2022-06-16 18:07:05.113986+00:00
INA219,10.800,2022-06-16 18:07:05.580600+00:00
INA219,11.000,2022-06-16 18:07:06.143265+00:00
INA219,11.000,2022-06-16 18:07:06.597483+00:00
INA219,11.000,2022-06-16 18:07:07.160892+00:00
INA219,11.200,2022-06-16 18:07:07.612254+00:00
INA219,10.800,2022-06-16 18:07:08.175434+00:00
INA219,11.000,2022-06-16 18:07:08.627395+00:00
INA219,11.200,2022-06-16 18:07:09.188292+00:00
INA219,11.200,2022-06-16 18:07:09.655327+00:00
INA219,11.100,2022-06-16 18:07:10.215301+00:00
INA219,10.800,2022-06-16 18:07:10.683019+00:00
INA219,11.200,2022-06-16 18:07:11.239065+00:00
INA219,11.200,2022-06-16 18:07:11.704036+00:00
INA219,11.000,2022-06-16 18:07:12.244223+00:00
INA219,11.100,2022-06-16 18:07:12.725445+00:00
INA219,11.000,2022-06-16 18:07:13.284863+00:00
INA219,11.400,2022-06-16 18:07:13.749106+00:00
INA219,10.900,2022-06-16 18:07:14.302651+00:00
INA219,11.400,2022-06-16 18:07:14.769596+00:00
INA219,11.000,2022-06-16 18:07:15.325772+00:00
INA219,11.000,2022-06-16 18:07:15.793142+00:00
INA219,11.200,2022-06-16 18:07:16.354283+00:00
INA219,11.200,2022-06-16 18:07:16.820194+00:00
INA219,11.200,2022-06-16 18:07:17.375735+00:00
INA219,11.300,2022-06-16 18:07:17.841000+00:00
INA219,11.200,2022-06-16 18:07:18.398086+00:00
INA219,11.200,2022-06-16 18:07:18.862788+00:00
INA219,11.200,2022-06-16 18:07:19.419767+00:00
INA219,11.100,2022-06-16 18:07:19.882331+00:00
INA219,10.900,2022-06-16 18:07:20.443983+00:00
INA219,11.000,2022-06-16 18:07:20.912945+00:00
INA219,10.800,2022-06-16 18:07:21.475912+00:00
INA219,11.000,2022-06-16 18:07:21.927174+00:00
INA219,11.400,2022-06-16 18:07:22.487294+00:00
INA219,11.100,2022-06-16 18:07:22.952960+00:00
INA219,11.200,2022-06-16 18:07:23.500074+00:00
INA219,11.000,2022-06-16 18:07:23.964167+00:00
INA219,11.200,2022-06-16 18:07:24.512841+00:00
INA219,10.900,2022-06-16 18:07:24.995816+00:00
INA219,10.900,2022-06-16 18:07:25.556004+00:00
INA219,11.000,2022-06-16 18:07:26.022924+00:00
INA219,10.800,2022-06-16 18:07:26.580475+00:00
INA219,11.300,2022-06-16 18:07:27.045882+00:00
INA219,11.200,2022-06-16 18:07:27.607238+00:00
INA219,10.800,2022-06-16 18:07:28.069101+00:00
INA219,10.900,2022-06-16 18:07:28.629085+00:00
INA219,11.000,2022-06-16 18:07:29.095094+00:00
INA219,10.900,2022-06-16 18:07:29.654264+00:00
INA219,11.000,2022-06-16 18:07:30.124296+00:00
INA219,11.300,2022-06-16 18:07:30.684313+00:00
INA219,11.200,2022-06-16 18:07:31.149769+00:00
INA219,11.000,2022-06-16 18:07:31.709832+00:00
INA219,11.100,2022-06-16 18:07:32.163078+00:00
INA219,11.200,2022-06-16 18:07:32.715111+00:00
INA219,11.000,2022-06-16 18:07:33.182486+00:00
INA219,11.200,2022-06-16 18:07:33.746075+00:00
INA219,11.000,2022-06-16 18:07:34.212706+00:00
INA219,11.100,2022-06-16 18:07:34.772889+00:00
INA219,11.100,2022-06-16 18:07:35.236313+00:00
INA219,11.300,2022-06-16 18:07:35.780913+00:00
INA219,11.500,2022-06-16 18:07:36.262378+00:00
INA219,10.900,2022-06-16 18:07:36.823230+00:00
INA219,11.100,2022-06-16 18:07:37.273865+00:00
INA219,11.000,2022-06-16 18:07:37.831875+00:00
INA219,11.000,2022-06-16 18:07:38.298945+00:00
INA219,10.900,2022-06-16 18:07:38.859449+00:00
INA219,11.000,2022-06-16 18:07:39.324444+00:00
INA219,10.800,2022-06-16 18:07:39.885610+00:00
INA219,11.100,2022-06-16 18:07:40.354937+00:00
INA219,11.000,2022-06-16 18:07:40.917058+00:00
INA219,11.200,2022-06-16 18:07:41.370494+00:00
INA219,11.200,2022-06-16 18:07:41.927095+00:00
INA219,10.900,2022-06-16 18:07:42.390884+00:00
INA219,10.900,2022-06-16 18:07:42.950885+00:00
INA219,11.200,2022-06-16 18:07:43.417313+00:00
INA219,11.000,2022-06-16 18:07:43.977196+00:00
INA219,11.000,2022-06-16 18:07:44.431370+00:00
INA219,11.300,2022-06-16 18:07:44.989916+00:00
INA219,11.200,2022-06-16 18:07:45.449767+00:00
INA219,11.000,2022-06-16 18:07:46.008509+00:00
INA219,11.100,2022-06-16 18:07:46.476674+00:00
INA219,11.500,2022-06-16 18:07:47.036652+00:00
INA219,11.100,2022-06-16 18:07:47.503706+00:00
INA219,11.300,2022-06-16 18:07:48.064622+00:00
INA219,11.200,2022-06-16 18:07:48.532668+00:00
INA219,11.200,2022-06-16 18:07:49.090874+00:00
INA219,10.800,2022-06-16 18:07:49.555658+00:00
INA219,10.800,2022-06-16 18:07:50.112779+00:00
INA219,10.900,2022-06-16 18:07:50.565543+00:00
INA219,11.200,2022-06-16 18:07:51.105218+00:00
INA219,11.300,2022-06-16 18:07:51.586242+00:00
INA219,11.200,2022-06-16 18:07:52.149806+00:00
INA219,10.900,2022-06-16 18:07:52.601682+00:00
INA219,11.200,2022-06-16 18:07:53.162023+00:00
INA219,11.300,2022-06-16 18:07:53.623315+00:00
INA219,10.900,2022-06-16 18:07:54.183820+00:00
INA219,11.200,2022-06-16 18:07:54.647503+00:00
INA219,11.100,2022-06-16 18:07:55.205761+00:00
INA219,11.300,2022-06-16 18:07:55.670224+00:00
INA219,11.300,2022-06-16 18:07:56.226020+00:00
INA219,11.400,2022-06-16 18:07:56.692864+00:00
INA219,11.000,2022-06-16 18:07:57.238027+00:00
INA219,11.100,2022-06-16 18:07:57.715587+00:00
INA219,11.200,2022-06-16 18:07:58.275248+00:00
INA219,11.300,2022-06-16 18:07:58.744054+00:00
INA219,11.000,2022-06-16 18:07:59.305662+00:00
INA219,11.300,2022-06-16 18:07:59.771417+00:00
INA219,11.100,2022-06-16 18:08:00.326070+00:00
INA219,11.300,2022-06-16 18:08:00.791939+00:00
INA219,11.200,2022-06-16 18:08:01.349665+00:00
INA219,10.900,2022-06-16 18:08:01.815355+00:00
INA219,11.000,2022-06-16 18:08:02.377863+00:00
INA219,11.200,2022-06-16 18:08:02.827474+00:00
INA219,11.000,2022-06-16 18:08:03.389271+00:00
INA219,11.300,2022-06-16 18:08:03.855990+00:00
INA219,10.900,2022-06-16 18:08:04.413107+00:00
INA219,11.000,2022-06-16 18:08:04.867566+00:00
INA219,10.900,2022-06-16 18:08:05.425561+00:00
INA219,11.000,2022-06-16 18:08:05.894795+00:00
INA219,11.200,2022-06-16 18:08:06.437985+00:00
INA219,11.000,2022-06-16 18:08:06.923765+00:00
INA219,11.300,2022-06-16 18:08:07.486768+00:00
INA219,11.100,2022-06-16 18:08:07.940441+00:00
INA219,11.000,2022-06-16 18:08:08.483563+00:00
INA219,10.900,2022-06-16 18:08:08.965350+00:00
INA219,11.000,2022-06-16 18:08:09.522971+00:00
INA219,11.100,2022-06-16 18:08:09.986620+00:00
INA219,11.300,2022-06-16 18:08:10.543028+00:00
INA219,11.300,2022-06-16 18:08:11.009596+00:00
INA219,10.900,2022-06-16 18:08:11.553571+00:00
INA219,11.100,2022-06-16 18:08:12.027217+00:00
INA219,11.000,2022-06-16 18:08:12.586853+00:00
INA219,11.000,2022-06-16 18:08:13.050640+00:00
INA219,11.200,2022-06-16 18:08:13.611414+00:00
INA219,11.000,2022-06-16 18:08:14.077558+00:00
INA219,11.200,2022-06-16 18:08:14.638394+00:00
INA219,11.000,2022-06-16 18:08:15.102921+00:00
INA219,11.000,2022-06-16 18:08:15.666596+00:00
INA219,11.400,2022-06-16 18:08:16.133330+00:00
INA219,10.900,2022-06-16 18:08:16.693760+00:00
INA219,10.700,2022-06-16 18:08:17.160243+00:00
INA219,10.900,2022-06-16 18:08:17.722004+00:00
INA219,11.100,2022-06-16 18:08:18.188534+00:00
INA219,11.000,2022-06-16 18:08:18.751566+00:00
INA219,11.000,2022-06-16 18:08:19.198629+00:00
INA219,10.900,2022-06-16 18:08:19.757645+00:00
INA219,11.000,2022-06-16 18:08:20.222532+00:00
INA219,11.400,2022-06-16 18:08:20.785388+00:00
INA219,11.200,2022-06-16 18:08:21.236403+00:00
INA219,11.000,2022-06-16 18:08:21.792775+00:00
INA219,11.200,2022-06-16 18:08:22.261179+00:00
INA219,10.900,2022-06-16 18:08:22.819159+00:00
INA219,11.000,2022-06-16 18:08:23.286150+00:00
INA219,11.200,2022-06-16 18:08:23.843216+00:00
INA219,11.100,2022-06-16 18:08:24.308374+00:00
INA219,11.200,2022-06-16 18:08:24.875191+00:00
INA219,11.100,2022-06-16 18:08:25.323203+00:00
INA219,11.300,2022-06-16 18:08:25.895181+00:00
INA219,11.000,2022-06-16 18:08:26.332640+00:00
INA219,11.000,2022-06-16 18:08:26.894583+00:00
INA219,10.800,2022-06-16 18:08:27.358013+00:00
INA219,11.400,2022-06-16 18:08:27.913694+00:00
INA219,11.200,2022-06-16 18:08:28.365968+00:00
INA219,11.300,2022-06-16 18:08:28.924956+00:00
INA219,11.000,2022-06-16 18:08:29.380668+00:00
INA219,10.800,2022-06-16 18:08:29.939401+00:00
INA219,11.300,2022-06-16 18:08:30.407248+00:00
INA219,11.000,2022-06-16 18:08:30.967413+00:00
INA219,11.100,2022-06-16 18:08:31.409150+00:00
INA219,11.200,2022-06-16 18:08:31.928527+00:00
INA219,11.100,2022-06-16 18:08:32.416279+00:00
INA219,11.300,2022-06-16 18:08:32.921392+00:00
INA219,11.400,2022-06-16 18:08:33.425197+00:00
INA219,11.200,2022-06-16 18:08:33.929106+00:00
INA219,11.400,2022-06-16 18:08:34.476604+00:00
INA219,11.000,2022-06-16 18:08:34.936462+00:00
INA219,11.000,2022-06-16 18:08:35.470744+00:00
INA219,11.300,2022-06-16 18:08:35.973221+00:00
INA219,11.000,2022-06-16 18:08:36.499338+00:00
INA219,11.300,2022-06-16 18:08:37.009361+00:00
INA219,11.300,2022-06-16 18:08:37.468811+00:00
INA219,11.400,2022-06-16 18:08:37.993951+00:00
INA219,11.200,2022-06-16 18:08:38.483693+00:00
INA219,11.300,2022-06-16 18:08:39.023711+00:00
INA219,11.200,2022-06-16 18:08:39.561993+00:00
INA219,11.100,2022-06-16 18:08:40.000470+00:00
INA219,11.200,2022-06-16 18:08:40.522931+00:00
INA219,11.000,2022-06-16 18:08:41.057896+00:00
INA219,11.300,2022-06-16 18:08:41.520000+00:00
INA219,10.900,2022-06-16 18:08:42.078125+00:00
INA219,11.200,2022-06-16 18:08:42.536228+00:00
INA219,11.200,2022-06-16 18:08:43.111077+00:00
INA219,11.000,2022-06-16 18:08:43.548772+00:00
INA219,11.200,2022-06-16 18:08:44.120903+00:00
INA219,10.700,2022-06-16 18:08:44.567005+00:00
INA219,11.300,2022-06-16 18:08:45.142134+00:00
INA219,11.100,2022-06-16 18:08:45.588236+00:00
INA219,11.200,2022-06-16 18:08:46.163366+00:00
INA219,11.200,2022-06-16 18:08:46.611467+00:00
INA219,11.200,2022-06-16 18:08:47.187598+00:00
INA219,10.900,2022-06-16 18:08:47.633698+00:00
INA219,11.100,2022-06-16 18:08:48.190824+00:00
INA219,11.100,2022-06-16 18:08:48.654930+00:00
INA219,11.300,2022-06-16 18:08:49.232060+00:00
INA219,10.900,2022-06-16 18:08:49.677161+00:00
INA219,10.800,2022-06-16 18:08:50.252292+00:00
INA219,11.000,2022-06-16 18:08:50.700402+00:00
INA219,11.400,2022-06-16 18:08:51.272994+00:00
INA219,11.000,2022-06-16 18:08:51.715616+00:00
INA219,10.800,2022-06-16 18:08:52.287745+00:00
INA219,11.000,2022-06-16 18:08:52.732847+00:00
INA219,10.900,2022-06-16 18:08:53.306977+00:00
INA219,11.100,2022-06-16 18:08:53.755078+00:00
INA219,11.000,2022-06-16 18:08:54.331208+00:00
INA219,11.000,2022-06-16 18:08:54.777310+00:00
INA219,11.000,2022-06-16 18:08:55.353443+00:00
INA219,11.000,2022-06-16 18:08:55.797144+00:00
INA219,11.200,2022-06-16 18:08:56.368272+00:00
INA219,10.900,2022-06-16 18:08:56.813372+00:00
INA219,11.300,2022-06-16 18:08:57.387500+00:00
INA219,10.900,2022-06-16 18:08:57.835602+00:00
INA219,11.000,2022-06-16 18:08:58.406732+00:00
INA219,11.200,2022-06-16 18:08:58.850832+00:00
INA219,10.900,2022-06-16 18:08:59.422963+00:00
INA219,11.400,2022-06-16 18:08:59.865798+00:00
INA219,11.200,2022-06-16 18:09:00.435926+00:00
INA219,11.200,2022-06-16 18:09:00.882027+00:00
INA219,11.000,2022-06-16 18:09:01.458158+00:00
INA219,10.800,2022-06-16 18:09:01.905258+00:00
INA219,11.000,2022-06-16 18:09:02.477897+00:00
INA219,11.400,2022-06-16 18:09:02.920997+00:00
INA219,11.200,2022-06-16 18:09:03.494127+00:00
INA219,11.000,2022-06-16 18:09:03.942229+00:00
INA219,11.000,2022-06-16 18:09:04.517358+00:00
INA219,10.800,2022-06-16 18:09:04.963459+00:00
INA219,11.100,2022-06-16 18:09:05.539592+00:00
INA219,11.400,2022-06-16 18:09:05.984692+00:00
INA219,11.100,2022-06-16 18:09:06.560823+00:00
INA219,11.100,2022-06-16 18:09:07.008926+00:00
INA219,11.400,2022-06-16 18:09:07.584054+00:00
INA219,11.300,2022-06-16 18:09:08.027199+00:00
INA219,11.200,2022-06-16 18:09:08.584327+00:00
INA219,11.200,2022-06-16 18:09:09.046433+00:00
INA219,11.200,2022-06-16 18:09:09.620562+00:00
INA219,10.900,2022-06-16 18:09:10.068662+00:00
INA219,11.000,2022-06-16 18:09:10.642793+00:00
INA219,11.200,2022-06-16 18:09:11.088893+00:00
INA219,11.100,2022-06-16 18:09:11.665023+00:00
INA219,11.000,2022-06-16 18:09:12.109121+00:00
INA219,11.800,2022-06-16 18:09:12.681251+00:00
INA219,11.700,2022-06-16 18:09:13.119352+00:00
INA219,11.500,2022-06-16 18:09:13.696484+00:00
INA219,11.800,2022-06-16 18:09:14.142584+00:00
INA219,11.900,2022-06-16 18:09:14.718715+00:00
INA219,11.500,2022-06-16 18:09:15.165816+00:00
INA219,11.700,2022-06-16 18:09:15.740949+00:00
INA219,11.800,2022-06-16 18:09:16.183919+00:00
INA219,11.600,2022-06-16 18:09:16.760050+00:00
INA219,11.800,2022-06-16 18:09:17.207093+00:00
INA219,11.700,2022-06-16 18:09:17.781222+00:00
INA219,11.400,2022-06-16 18:09:18.229323+00:00
INA219,11.700,2022-06-16 18:09:18.805453+00:00
INA219,11.900,2022-06-16 18:09:19.251553+00:00
INA219,11.700,2022-06-16 18:09:19.823681+00:00
INA219,11.800,2022-06-16 18:09:20.269781+00:00
INA219,11.600,2022-06-16 18:09:20.844265+00:00
INA219,11.700,2022-06-16 18:09:21.292367+00:00
INA219,11.900,2022-06-16 18:09:21.868496+00:00
INA219,11.900,2022-06-16 18:09:22.315596+00:00
INA219,11.400,2022-06-16 18:09:22.887726+00:00
INA219,11.900,2022-06-16 18:09:23.334829+00:00
INA219,11.700,2022-06-16 18:09:23.910965+00:00
INA219,11.900,2022-06-16 18:09:24.354189+00:00
INA219,11.700,2022-06-16 18:09:24.929322+00:00
INA219,11.600,2022-06-16 18:09:25.376424+00:00
INA219,11.900,2022-06-16 18:09:25.952553+00:00
INA219,11.800,2022-06-16 18:09:26.400654+00:00
INA219,11.900,2022-06-16 18:09:26.977785+00:00
INA219,11.800,2022-06-16 18:09:27.424888+00:00
INA219,12.000,2022-06-16 18:09:27.999016+00:00
INA219,11.700,2022-06-16 18:09:28.448117+00:00
INA219,11.600,2022-06-16 18:09:29.023246+00:00
INA219,11.700,2022-06-16 18:09:29.469348+00:00
INA219,11.600,2022-06-16 18:09:30.041807+00:00
INA219,11.900,2022-06-16 18:09:30.493974+00:00
INA219,11.700,2022-06-16 18:09:31.060632+00:00
INA219,11.800,2022-06-16 18:09:31.503872+00:00
INA219,11.700,2022-06-16 18:09:32.075122+00:00
INA219,11.800,2022-06-16 18:09:32.518500+00:00
INA219,11.700,2022-06-16 18:09:33.084919+00:00
INA219,11.700,2022-06-16 18:09:33.530902+00:00
INA219,11.700,2022-06-16 18:09:34.101370+00:00
INA219,11.600,2022-06-16 18:09:34.540147+00:00
INA219,11.700,2022-06-16 18:09:35.097429+00:00
INA219,11.800,2022-06-16 18:09:35.565337+00:00
INA219,12.000,2022-06-16 18:09:36.122295+00:00
INA219,11.900,2022-06-16 18:09:36.588217+00:00
INA219,11.800,2022-06-16 18:09:37.151352+00:00
INA219,11.800,2022-06-16 18:09:37.602970+00:00
INA219,11.900,2022-06-16 18:09:38.164195+00:00
INA219,11.900,2022-06-16 18:09:38.631112+00:00
INA219,11.700,2022-06-16 18:09:39.192502+00:00
INA219,11.800,2022-06-16 18:09:39.662420+00:00
INA219,11.800,2022-06-16 18:09:40.219470+00:00
INA219,12.100,2022-06-16 18:09:40.687761+00:00
INA219,11.700,2022-06-16 18:09:41.248412+00:00
INA219,11.700,2022-06-16 18:09:41.717335+00:00
INA219,11.700,2022-06-16 18:09:42.275609+00:00
INA219,11.900,2022-06-16 18:09:42.739172+00:00
INA219,11.700,2022-06-16 18:09:43.283516+00:00
INA219,11.700,2022-06-16 18:09:43.762227+00:00
INA219,11.600,2022-06-16 18:09:44.322699+00:00
INA219,11.800,2022-06-16 18:09:44.791779+00:00
INA219,11.800,2022-06-16 18:09:45.347978+00:00
INA219,11.800,2022-06-16 18:09:45.814209+00:00
INA219,11.900,2022-06-16 18:09:46.375756+00:00
