Timestamp,Current(A)_Arbin,Voltage(V)_Arbin,Power(W)_Arbin,Charge_Capacity(Ah)_Arbin,Discharge_Capacity(Ah)_Arbin,Charge_Energy(Wh)_Arbin,Discharge_Energy(Wh)_Arbin,Voltage(V)_LC709203F,SOC(%)_LC709203F,Voltage(V)_MAX17043,SOC(%)_MAX17043
396.58,0.4,3.79827,1.51931,0.01221,0.00333,0.04666,0.01189,3.793,91.9,3.804,107.625
397.031,0.4,3.79833,1.51933,0.01227,0.00333,0.04687,0.01189,3.793,91.9,3.804,107.625
397.593,0.4,3.79833,1.51933,0.01232,0.00333,0.04708,0.01189,3.793,91.9,3.804,107.469
398.059,0.4,3.79844,1.51938,0.01238,0.00333,0.0473,0.01189,3.793,91.9,3.804,107.469
398.622,0.4,3.79848,1.51939,0.01243,0.00333,0.04751,0.01189,3.79,91.9,3.804,107.469
399.076,0.4,3.7986,1.51944,0.01249,0.00333,0.04772,0.01189,3.796,91.9,3.804,107.469
399.639,0.4,3.79861,1.51944,0.01254,0.00333,0.04793,0.01189,3.796,91.9,3.804,107.469
400.097,0.4,3.79866,1.51946,0.0126,0.00333,0.04814,0.01189,3.793,91.9,3.805,107.469
400.664,0.4,3.79857,1.51943,0.01265,0.00333,0.04835,0.01189,3.796,91.9,3.805,107.469
401.102,0.4,3.79858,1.51943,0.01271,0.00333,0.04856,0.01189,3.796,91.9,3.805,107.469
401.661,0.4,3.79873,1.51949,0.01277,0.00333,0.04877,0.01189,3.796,91.8,3.805,107.469
402.126,0.4,3.79879,1.51952,0.01282,0.00333,0.04898,0.01189,3.796,91.8,3.805,107.309
402.693,0.4,3.79883,1.51953,0.01288,0.00333,0.04919,0.01189,3.793,91.8,3.805,107.309
403.129,0.4,3.79881,1.51952,0.01293,0.00333,0.0494,0.01189,3.793,91.8,3.805,107.309
403.694,0.4,3.79897,1.51959,0.01299,0.00333,0.04961,0.01189,3.793,91.8,3.805,107.309
404.148,0.4,3.79898,1.51959,0.01304,0.00333,0.04982,0.01189,3.796,91.8,3.805,107.309
404.71,0.4,3.79907,1.51963,0.01315,0.00333,0.05025,0.01189,3.796,91.8,3.805,107.309
405.16,0.4,3.79907,1.51963,0.01315,0.00333,0.05025,0.01189,3.796,91.8,3.805,107.309
405.717,0.4,3.79923,1.51969,0.01326,0.00333,0.05067,0.01189,3.799,91.8,3.805,107.309
406.184,0.4,3.79923,1.51969,0.01326,0.00333,0.05067,0.01189,3.793,91.8,3.805,107.309
406.744,0.4,3.79938,1.51975,0.01338,0.00333,0.05109,0.01189,3.793,91.8,3.805,107.309
407.23,0.4,3.7994,1.51976,0.01343,0.00333,0.0513,0.01189,3.793,91.8,3.806,107.152
407.717,0.4,3.79945,1.51978,0.01349,0.00333,0.05151,0.01189,3.796,91.8,3.806,107.152
408.279,0.4,3.79959,1.51984,0.01354,0.00333,0.05172,0.01189,3.796,91.8,3.806,107.152
408.72,0.4,3.79959,1.51984,0.0136,0.00333,0.05193,0.01189,3.799,91.8,3.806,107.152
409.277,0.4,3.79971,1.51988,0.01365,0.00333,0.05214,0.01189,3.793,91.8,3.806,107.152
409.747,0.4,3.79966,1.51986,0.01371,0.00333,0.05235,0.01189,3.793,91.8,3.806,107.152
410.31,0.4,3.79972,1.51989,0.01376,0.00333,0.05256,0.01189,3.793,91.8,3.806,107.152
410.777,0.4,3.7994,1.51976,0.01382,0.00333,0.05277,0.01189,3.793,91.8,3.806,107.152
411.336,0.4,3.79951,1.5198,0.01387,0.00333,0.05299,0.01189,3.796,91.8,3.806,107.152
411.804,0.4,3.79942,1.51977,0.01393,0.00333,0.0532,0.01189,3.796,91.8,3.806,106.992
412.363,0.4,3.79963,1.51985,0.01399,0.00333,0.05341,0.01189,3.796,91.8,3.806,106.992
412.833,0.4,3.79978,1.51991,0.01404,0.00333,0.05362,0.01189,3.799,91.8,3.806,106.992
413.395,0.4,3.79974,1.5199,0.0141,0.00333,0.05383,0.01189,3.793,91.8,3.806,106.992
413.862,0.4,3.79984,1.51994,0.01415,0.00333,0.05404,0.01189,3.796,91.8,3.806,106.992
414.42,0.4,3.79981,1.51992,0.01421,0.00333,0.05425,0.01189,3.793,91.8,3.806,106.992
414.886,0.4,3.79985,1.51994,0.01426,0.00333,0.05446,0.01189,3.796,91.8,3.806,106.992
415.444,0.4,3.7999,1.51996,0.01432,0.00333,0.05467,0.01189,3.796,91.8,3.806,106.992
415.913,0.4,3.79994,1.51998,0.01437,0.00333,0.05488,0.01189,3.793,91.8,3.806,106.992
416.473,0.4,3.79997,1.51999,0.01443,0.00333,0.05509,0.01189,3.796,91.8,3.806,106.836
416.94,0.4,3.8,1.52,0.01449,0.00333,0.0553,0.01189,3.796,91.8,3.806,106.836
417.502,0.4,3.80005,1.52002,0.01454,0.00333,0.05551,0.01189,3.796,91.8,3.806,106.836
417.954,0.4,3.80006,1.52002,0.0146,0.00333,0.05573,0.01189,3.79,91.7,3.806,106.836
418.515,0.4,3.80014,1.52006,0.01465,0.00333,0.05594,0.01189,3.799,91.7,3.806,106.836
418.98,0.4,3.80016,1.52006,0.01471,0.00333,0.05615,0.01189,3.799,91.7,3.806,106.836
419.538,0.4,3.80021,1.52008,0.01476,0.00333,0.05636,0.01189,3.799,91.7,3.806,106.836
420.005,0.4,3.80022,1.52009,0.01482,0.00333,0.05657,0.01189,3.796,91.7,3.806,106.836
420.562,0.4,3.80024,1.5201,0.01487,0.00333,0.05678,0.01189,3.793,91.7,3.806,106.836
421.03,0.4,3.80027,1.52011,0.01493,0.00333,0.05699,0.01189,3.796,91.7,3.806,106.836
